,rep,tech,api,model,test_name,total,soundness,validity
895,2,pbt_and_props,decimal.Decimal.fma,gemini-1.5-pro-latest-final,test_decimal_Decimal_fma_property_3,1000,0.0,1000.0
896,2,pbt_and_props,decimal.Decimal.fma,gemini-1.5-pro-latest-final,test_decimal_Decimal_fma_property_4,1000,919.0,1000.0
897,2,pbt_and_props,decimal.Decimal.fma,gemini-1.5-pro-latest-final,test_decimal_Decimal_fma_property_5,1000,1000.0,1000.0
898,2,pbt_and_props,decimal.Decimal.fma,gpt-4-final,test_fma_does_not_change_inputs,1000,1000.0,1000.0
899,2,pbt_and_props,decimal.Decimal.fma,gpt-4-final,test_fma_follows_equation,1000,983.0,1000.0
900,2,pbt_and_props,decimal.Decimal.fma,gpt-4-final,test_fma_no_rounding_intermediate,1000,1000.0,1000.0
901,2,pbt_and_props,decimal.Decimal.fma,gpt-4-final,test_fma_output_is_decimal,1000,1000.0,1000.0
902,2,pbt_and_props,decimal.Decimal.fma,gpt-4-final,test_fma_with_without_context,1000,1000.0,1000.0
903,2,pbt_and_props,decimal.Decimal.from_float,claude-3-opus-20240229,test_decimal_from_float_accuracy,1000,410.0,1000.0
904,2,pbt_and_props,decimal.Decimal.from_float,claude-3-opus-20240229,test_decimal_from_float_infinity,1000,1000.0,1000.0
905,2,pbt_and_props,decimal.Decimal.from_float,claude-3-opus-20240229,test_decimal_from_float_nan,1000,1000.0,1000.0
906,2,pbt_and_props,decimal.Decimal.from_float,claude-3-opus-20240229,test_decimal_from_float_negative_infinity,1000,1000.0,1000.0
907,2,pbt_and_props,decimal.Decimal.from_float,claude-3-opus-20240229,test_decimal_from_float_type,1000,1000.0,1000.0
908,2,pbt_and_props,decimal.Decimal.from_float,gemini-1.5-pro-latest-final,test_decimal_from_float_negative_infinity,1000,1000.0,1000.0
909,2,pbt_and_props,decimal.Decimal.from_float,gpt-4-final,test_arithmetic_operations_property,1000,1000.0,1000.0
910,2,pbt_and_props,decimal.Decimal.from_float,gpt-4-final,test_inf_property,1000,1000.0,1000.0
911,2,pbt_and_props,decimal.Decimal.from_float,gpt-4-final,test_nan_property,1000,1000.0,1000.0
912,2,pbt_and_props,decimal.Decimal.from_float,gpt-4-final,test_negative_inf_property,1000,1000.0,1000.0
913,2,pbt_and_props,decimal.Decimal.from_float,gpt-4-final,test_output_type_property,1000,1000.0,1000.0
914,2,pbt_and_props,decimal.Decimal.from_float,gpt-4-final,test_precision_output_property,1000,602.0,1000.0
915,2,pbt_and_props,decimal.Decimal.quantize,claude-3-opus-20240229,test_decimal_quantize_exponent,1000,414.0,744.0
916,2,pbt_and_props,decimal.Decimal.quantize,claude-3-opus-20240229,test_decimal_quantize_exponent_error_emax,1000,1000.0,1000.0
917,2,pbt_and_props,decimal.Decimal.quantize,claude-3-opus-20240229,test_decimal_quantize_exponent_error_etiny,1000,936.0,1000.0
918,2,pbt_and_props,decimal.Decimal.quantize,claude-3-opus-20240229,test_decimal_quantize_invalid_operation,1000,942.0,1000.0
919,2,pbt_and_props,decimal.Decimal.quantize,claude-3-opus-20240229,test_decimal_quantize_no_underflow,1000,1000.0,633.0
920,2,pbt_and_props,decimal.Decimal.quantize,claude-3-opus-20240229,test_decimal_quantize_rounding,1000,751.0,459.0
921,2,pbt_and_props,decimal.Decimal.quantize,gemini-1.5-pro-latest-final,test_decimal_quantize_coefficient_length,1000,1000.0,840.0
922,2,pbt_and_props,decimal.Decimal.quantize,gemini-1.5-pro-latest-final,test_decimal_quantize_exponent_match,1000,1000.0,768.0
923,2,pbt_and_props,decimal.Decimal.quantize,gemini-1.5-pro-latest-final,test_decimal_quantize_exponent_out_of_range,1000,0.0,0.0
924,2,pbt_and_props,decimal.Decimal.quantize,gemini-1.5-pro-latest-final,test_decimal_quantize_no_underflow,1000,1000.0,827.0
925,2,pbt_and_props,decimal.Decimal.quantize,gemini-1.5-pro-latest-final,test_decimal_quantize_rounding_behavior,1000,728.0,843.0
926,2,pbt_and_props,decimal.Decimal.quantize,gpt-4-final,test_quantize_property,1000,0.0,0.0
927,2,pbt_and_props,html.escape,claude-3-opus-20240229,test_idempotence,1000,863.0,1000.0
928,2,pbt_and_props,html.escape,claude-3-opus-20240229,test_identity,1000,1000.0,1000.0
929,2,pbt_and_props,html.escape,claude-3-opus-20240229,test_no_unescaped_chars,1000,928.0,1000.0
930,2,pbt_and_props,html.escape,claude-3-opus-20240229,test_output_length,1000,1000.0,1000.0
931,2,pbt_and_props,html.escape,claude-3-opus-20240229,test_quote_escaping,1000,1000.0,1000.0
932,2,pbt_and_props,html.escape,gemini-1.5-pro-latest-final,test_correct_escape_sequences,1000,1000.0,1000.0
933,2,pbt_and_props,html.escape,gpt-4-final,test_html_escape_ampersand,1000,879.0,1000.0
934,2,pbt_and_props,html.escape,gpt-4-final,test_html_escape_angle_brackets,1000,1000.0,1000.0
935,2,pbt_and_props,html.escape,gpt-4-final,test_html_escape_length,1000,1000.0,1000.0
936,2,pbt_and_props,html.escape,gpt-4-final,test_html_escape_quotes,1000,1000.0,1000.0
937,2,pbt_and_props,html.escape,gpt-4-final,test_html_escape_type,1000,1000.0,1000.0
938,2,pbt_and_props,html.unescape,claude-3-opus-20240229,test_idempotence,1000,1000.0,1000.0
939,2,pbt_and_props,html.unescape,claude-3-opus-20240229,test_no_html_references,1000,1000.0,1000.0
940,2,pbt_and_props,html.unescape,claude-3-opus-20240229,test_output_length,1000,1000.0,1000.0
941,2,pbt_and_props,html.unescape,claude-3-opus-20240229,test_output_substring,1000,1000.0,1000.0
942,2,pbt_and_props,html.unescape,claude-3-opus-20240229,test_valid_unicode,1000,1000.0,1000.0
943,2,pbt_and_props,html.unescape,gemini-1.5-pro-latest-final,test_unescape_invalid_sequence,1000,999.0,1000.0
944,2,pbt_and_props,html.unescape,gemini-1.5-pro-latest-final,test_unescape_length_leq_input,1000,1000.0,1000.0
945,2,pbt_and_props,html.unescape,gemini-1.5-pro-latest-final,test_unescape_output_is_string,1000,1000.0,1000.0
946,2,pbt_and_props,html.unescape,gemini-1.5-pro-latest-final,test_unescape_unchanged_chars,1000,999.0,1000.0
947,2,pbt_and_props,html.unescape,gemini-1.5-pro-latest-final,test_unescape_valid_sequences,1000,0.0,0.0
948,2,pbt_and_props,html.unescape,gpt-4-final,test_html_conformance,1000,862.0,1000.0
949,2,pbt_and_props,html.unescape,gpt-4-final,test_idempotency_property,1000,1000.0,1000.0
950,2,pbt_and_props,html.unescape,gpt-4-final,test_special_character_absence,1000,0.0,1000.0
951,2,pbt_and_props,html.unescape,gpt-4-final,test_string_length_preservation_property,1000,1000.0,1000.0
952,2,pbt_and_props,html.unescape,gpt-4-final,test_unicode_character_inclusion,1000,1000.0,1000.0
953,2,pbt_and_props,networkx.degree,claude-3-opus-20240229,test_degree_single_node,1000,0.0,0.0
954,2,pbt_and_props,networkx.degree,claude-3-opus-20240229,test_degree_sum_twice_num_edges,1000,0.0,0.0
955,2,pbt_and_props,networkx.degree,claude-3-opus-20240229,test_degree_undirected_graph,1000,0.0,0.0
956,2,pbt_and_props,networkx.degree,claude-3-opus-20240229,test_degree_values_non_negative,1000,0.0,0.0
957,2,pbt_and_props,networkx.degree,claude-3-opus-20240229,test_degree_view_length,1000,0.0,0.0
958,2,pbt_and_props,networkx.degree,gemini-1.5-pro-latest-final,test_missing_node,1000,0.0,0.0
959,2,pbt_and_props,networkx.degree,gpt-4-final,test_degree_graph_property,1000,1000.0,1000.0
960,2,pbt_and_props,networkx.degree,gpt-4-final,test_degree_nbunch_property,1000,1000.0,1000.0
961,2,pbt_and_props,networkx.degree,gpt-4-final,test_degree_nonnegative_property,1000,1000.0,1000.0
962,2,pbt_and_props,networkx.degree,gpt-4-final,test_degree_output_type,1000,1000.0,1000.0
963,2,pbt_and_props,networkx.degree,gpt-4-final,test_degree_weight_property,1000,3.0,1000.0
964,2,pbt_and_props,networkx.find_cliques,claude-3-opus-20240229,test_find_cliques_complete_subgraph,1000,0.0,0.0
965,2,pbt_and_props,networkx.find_cliques,claude-3-opus-20240229,test_find_cliques_output_iterator_of_lists,1000,0.0,0.0
966,2,pbt_and_props,networkx.find_cliques,claude-3-opus-20240229,test_find_cliques_raises_value_error_for_non_clique_nodes,1000,0.0,0.0
967,2,pbt_and_props,networkx.find_cliques,claude-3-opus-20240229,test_find_cliques_unique_nodes,1000,0.0,0.0
968,2,pbt_and_props,networkx.find_cliques,claude-3-opus-20240229,test_find_cliques_with_nodes_argument,1000,0.0,0.0
969,2,pbt_and_props,networkx.find_cliques,gemini-1.5-pro-latest-final,test_networkx_find_cliques_property_5,1000,0.0,0.0
970,2,pbt_and_props,networkx.find_cliques,gpt-4-final,test_find_cliques,1000,947.0,1000.0
971,2,pbt_and_props,networkx.find_cycle,claude-3-opus-20240229,test_acyclic_graph_raises_exception,1000,0.0,0.0
972,2,pbt_and_props,networkx.find_cycle,claude-3-opus-20240229,test_ignore_orientation,1000,0.0,0.0
973,2,pbt_and_props,networkx.find_cycle,claude-3-opus-20240229,test_original_orientation,1000,0.0,0.0
974,2,pbt_and_props,networkx.find_cycle,claude-3-opus-20240229,test_returned_edges_form_valid_cycle,1000,0.0,0.0
975,2,pbt_and_props,networkx.find_cycle,claude-3-opus-20240229,test_reverse_orientation,1000,0.0,0.0
976,2,pbt_and_props,networkx.find_cycle,gemini-1.5-pro-latest-final,test_networkx_find_cycle_containment_property,1000,0.0,0.0
977,2,pbt_and_props,networkx.find_cycle,gemini-1.5-pro-latest-final,test_networkx_find_cycle_cycle_property,1000,0.0,0.0
978,2,pbt_and_props,networkx.find_cycle,gemini-1.5-pro-latest-final,test_networkx_find_cycle_directionality_original,1000,0.0,0.0
979,2,pbt_and_props,networkx.find_cycle,gemini-1.5-pro-latest-final,test_networkx_find_cycle_path_length,1000,0.0,0.0
980,2,pbt_and_props,networkx.find_cycle,gemini-1.5-pro-latest-final,test_networkx_find_cycle_uniqueness_edges,1000,0.0,0.0
981,2,pbt_and_props,networkx.find_cycle,gpt-4-final,test_find_cycle_properties,1000,1000.0,1000.0
982,2,pbt_and_props,networkx.lowest_common_ancestor,claude-3-opus-20240229,test_networkx_lowest_common_ancestor_properties,1000,991.0,0.0
983,2,pbt_and_props,networkx.lowest_common_ancestor,gemini-1.5-pro-latest-final,test_networkx_lowest_common_ancestor_property_1,1000,0.0,0.0
984,2,pbt_and_props,networkx.lowest_common_ancestor,gemini-1.5-pro-latest-final,test_networkx_lowest_common_ancestor_property_2,1000,0.0,0.0
985,2,pbt_and_props,networkx.lowest_common_ancestor,gemini-1.5-pro-latest-final,test_networkx_lowest_common_ancestor_property_3,1000,0.0,0.0
986,2,pbt_and_props,networkx.lowest_common_ancestor,gemini-1.5-pro-latest-final,test_networkx_lowest_common_ancestor_property_4,1000,0.0,0.0
987,2,pbt_and_props,networkx.lowest_common_ancestor,gemini-1.5-pro-latest-final,test_networkx_lowest_common_ancestor_property_5,1000,0.0,0.0
988,2,pbt_and_props,networkx.lowest_common_ancestor,gpt-4-final,test_networkx_lowest_common_ancestor_consistency,1000,1000.0,10.0
989,2,pbt_and_props,networkx.lowest_common_ancestor,gpt-4-final,test_networkx_lowest_common_ancestor_default_value_constraint,1000,998.0,10.0
990,2,pbt_and_props,networkx.lowest_common_ancestor,gpt-4-final,test_networkx_lowest_common_ancestor_idempotency,1000,1000.0,10.0
991,2,pbt_and_props,networkx.lowest_common_ancestor,gpt-4-final,test_networkx_lowest_common_ancestor_node_presence,1000,1000.0,12.0
992,2,pbt_and_props,networkx.lowest_common_ancestor,gpt-4-final,test_networkx_lowest_common_ancestor_topology_constraint,1000,1000.0,994.0
993,2,pbt_and_props,networkx.maximum_flow,claude-3-opus-20240229,test_flow_conservation,1000,994.0,1000.0
994,2,pbt_and_props,networkx.maximum_flow,claude-3-opus-20240229,test_flow_dict_non_negative_and_bounded,1000,1000.0,1000.0
995,2,pbt_and_props,networkx.maximum_flow,claude-3-opus-20240229,test_flow_value_non_negative_and_bounded,1000,1000.0,1000.0
996,2,pbt_and_props,networkx.maximum_flow,claude-3-opus-20240229,test_max_flow_min_cut,1000,1000.0,1000.0
997,2,pbt_and_props,networkx.maximum_flow,claude-3-opus-20240229,test_total_flow_entering_sink,1000,1000.0,1000.0
998,2,pbt_and_props,networkx.maximum_flow,gemini-1.5-pro-latest-final,test_networkx_maximum_flow_capacity_constraints,1000,0.0,0.0
999,2,pbt_and_props,networkx.maximum_flow,gemini-1.5-pro-latest-final,test_networkx_maximum_flow_conservation,1000,0.0,0.0
1000,2,pbt_and_props,networkx.maximum_flow,gemini-1.5-pro-latest-final,test_networkx_maximum_flow_skew_symmetry,1000,0.0,0.0
1001,2,pbt_and_props,networkx.maximum_flow,gemini-1.5-pro-latest-final,test_networkx_maximum_flow_value,1000,0.0,0.0
1002,2,pbt_and_props,networkx.maximum_flow,gpt-4-final,test_networkx_maximum_flow_property,1000,168.0,888.0
1003,2,pbt_and_props,numpy.add,claude-3-opus-20240229,test_element_wise_sum,1000,0.0,793.0
1004,2,pbt_and_props,numpy.add,claude-3-opus-20240229,test_output_dtype,1000,0.0,0.0
1005,2,pbt_and_props,numpy.add,claude-3-opus-20240229,test_output_shape,1000,0.0,780.0
1006,2,pbt_and_props,numpy.add,claude-3-opus-20240229,test_scalar_output,1000,1000.0,1000.0
1007,2,pbt_and_props,numpy.add,claude-3-opus-20240229,test_where_parameter,1000,0.0,790.0
1008,2,pbt_and_props,numpy.add,gemini-1.5-pro-latest-final,test_associativity,1000,0.0,0.0
1009,2,pbt_and_props,numpy.add,gemini-1.5-pro-latest-final,test_commutativity,1000,0.0,0.0
1010,2,pbt_and_props,numpy.add,gemini-1.5-pro-latest-final,test_dtype_consistency,1000,0.0,0.0
1011,2,pbt_and_props,numpy.add,gemini-1.5-pro-latest-final,test_identity,1000,0.0,0.0
1012,2,pbt_and_props,numpy.add,gemini-1.5-pro-latest-final,test_shape_consistency,1000,0.0,0.0
1013,2,pbt_and_props,numpy.add,gpt-4-final,test_data_type,1000,1000.0,775.0
1014,2,pbt_and_props,numpy.add,gpt-4-final,test_elementwise_addition,1000,912.0,438.0
1015,2,pbt_and_props,numpy.add,gpt-4-final,test_operation_equivalence,1000,1000.0,510.0
1016,2,pbt_and_props,numpy.add,gpt-4-final,test_scalar_case,1000,35.0,1000.0
1017,2,pbt_and_props,numpy.add,gpt-4-final,test_shape_consistency,1000,1000.0,459.0
1018,2,pbt_and_props,numpy.cumsum,claude-3-opus-20240229,test_difference_between_adjacent_output_elements_equals_input_element,1000,1000.0,1000.0
1019,2,pbt_and_props,numpy.cumsum,claude-3-opus-20240229,test_first_element_equals_input_first_element,1000,1000.0,1000.0
1020,2,pbt_and_props,numpy.cumsum,claude-3-opus-20240229,test_last_element_equals_sum_of_input,1000,1000.0,1000.0
1021,2,pbt_and_props,numpy.cumsum,claude-3-opus-20240229,test_output_elements_greater_than_or_equal_to_input_elements,1000,318.0,1000.0
1022,2,pbt_and_props,numpy.cumsum,claude-3-opus-20240229,test_output_length_equals_input_length,1000,1000.0,1000.0
1023,2,pbt_and_props,numpy.cumsum,gemini-1.5-pro-latest-final,test_axis_summation,1000,0.0,0.0
1024,2,pbt_and_props,numpy.cumsum,gemini-1.5-pro-latest-final,test_dtype_consistency,1000,0.0,0.0
1025,2,pbt_and_props,numpy.cumsum,gemini-1.5-pro-latest-final,test_first_element,1000,0.0,0.0
1026,2,pbt_and_props,numpy.cumsum,gemini-1.5-pro-latest-final,test_monotonicity,1000,0.0,0.0
1027,2,pbt_and_props,numpy.cumsum,gemini-1.5-pro-latest-final,test_shape_consistency,1000,0.0,0.0
1028,2,pbt_and_props,numpy.cumsum,gpt-4-final,test_arithmetic_property,1000,0.0,0.0
1029,2,pbt_and_props,numpy.cumsum,gpt-4-final,test_dtype_property,1000,1000.0,880.0
1030,2,pbt_and_props,numpy.cumsum,gpt-4-final,test_output_type_property,1000,1000.0,1000.0
1031,2,pbt_and_props,numpy.cumsum,gpt-4-final,test_shape_property,1000,1000.0,1000.0
1032,2,pbt_and_props,numpy.cumsum,gpt-4-final,test_size_property,1000,1000.0,1000.0
1033,2,pbt_and_props,numpy.dot,claude-3-opus-20240229,test_numpy_dot_1d_inner_product,1000,0.0,0.0
1034,2,pbt_and_props,numpy.dot,claude-3-opus-20240229,test_numpy_dot_2d_matrix_multiplication,1000,0.0,0.0
1035,2,pbt_and_props,numpy.dot,claude-3-opus-20240229,test_numpy_dot_output_dtype,1000,0.0,0.0
1036,2,pbt_and_props,numpy.dot,claude-3-opus-20240229,test_numpy_dot_output_shape,1000,0.0,0.0
1037,2,pbt_and_props,numpy.dot,claude-3-opus-20240229,test_numpy_dot_sum_equivalence,1000,0.0,0.0
1038,2,pbt_and_props,numpy.dot,gemini-1.5-pro-latest-final,test_numpy_dot_associative_property,1000,0.0,0.0
1039,2,pbt_and_props,numpy.dot,gemini-1.5-pro-latest-final,test_numpy_dot_distributive_property,1000,0.0,0.0
1040,2,pbt_and_props,numpy.dot,gemini-1.5-pro-latest-final,test_numpy_dot_output_dtype,1000,0.0,0.0
1041,2,pbt_and_props,numpy.dot,gemini-1.5-pro-latest-final,test_numpy_dot_output_shape,1000,0.0,0.0
1042,2,pbt_and_props,numpy.dot,gemini-1.5-pro-latest-final,test_numpy_dot_scalar_multiplication,1000,0.0,0.0
1043,2,pbt_and_props,numpy.dot,gpt-4-final,test_dot_consistency,1000,1000.0,270.0
1044,2,pbt_and_props,numpy.dot,gpt-4-final,test_dot_datatype,1000,176.0,284.0
1045,2,pbt_and_props,numpy.dot,gpt-4-final,test_dot_exception,1000,1000.0,1000.0
1046,2,pbt_and_props,numpy.dot,gpt-4-final,test_dot_multiply_by_1,1000,1000.0,1000.0
1047,2,pbt_and_props,numpy.dot,gpt-4-final,test_dot_shape,1000,1000.0,995.0
1048,2,pbt_and_props,numpy.linalg.norm,claude-3-opus-20240229,test_norm_1d_euclidean,1000,0.0,0.0
1049,2,pbt_and_props,numpy.linalg.norm,claude-3-opus-20240229,test_norm_2d_frobenius,1000,0.0,0.0
1050,2,pbt_and_props,numpy.linalg.norm,claude-3-opus-20240229,test_norm_2d_largest_singular_value,1000,0.0,0.0
1051,2,pbt_and_props,numpy.linalg.norm,claude-3-opus-20240229,test_norm_keepdims,1000,0.0,0.0
1052,2,pbt_and_props,numpy.linalg.norm,claude-3-opus-20240229,test_norm_non_negative,1000,0.0,0.0
1053,2,pbt_and_props,numpy.linalg.norm,gemini-1.5-pro-latest-final,test_numpy_linalg_norm_monotonicity,1000,0.0,0.0
1054,2,pbt_and_props,numpy.linalg.norm,gemini-1.5-pro-latest-final,test_numpy_linalg_norm_non_negativity,1000,0.0,0.0
1055,2,pbt_and_props,numpy.linalg.norm,gemini-1.5-pro-latest-final,test_numpy_linalg_norm_scaling,1000,0.0,0.0
1056,2,pbt_and_props,numpy.linalg.norm,gemini-1.5-pro-latest-final,test_numpy_linalg_norm_triangle_inequality,1000,0.0,0.0
1057,2,pbt_and_props,numpy.linalg.norm,gemini-1.5-pro-latest-final,test_numpy_linalg_norm_zero_vector,1000,0.0,0.0
1058,2,pbt_and_props,numpy.linalg.norm,gpt-4-final,test_axis_based_norming,1000,521.0,1000.0
1059,2,pbt_and_props,numpy.linalg.norm,gpt-4-final,test_consistency_with_vector_norms,1000,1000.0,1000.0
1060,2,pbt_and_props,numpy.linalg.norm,gpt-4-final,test_dimension_preservation,1000,1000.0,1000.0
1061,2,pbt_and_props,numpy.linalg.norm,gpt-4-final,test_norm_value,1000,625.0,1000.0
1062,2,pbt_and_props,numpy.linalg.norm,gpt-4-final,test_ord_parameter_effect,1000,723.0,904.0
1063,2,pbt_and_props,numpy.sum,claude-3-opus-20240229,test_numpy_sum_commutativity,1000,0.0,0.0
1064,2,pbt_and_props,numpy.sum,claude-3-opus-20240229,test_numpy_sum_empty_array,1000,0.0,0.0
1065,2,pbt_and_props,numpy.sum,claude-3-opus-20240229,test_numpy_sum_nonnegative,1000,0.0,0.0
1066,2,pbt_and_props,numpy.sum,claude-3-opus-20240229,test_numpy_sum_out_parameter,1000,0.0,0.0
1067,2,pbt_and_props,numpy.sum,claude-3-opus-20240229,test_numpy_sum_shape,1000,0.0,0.0
1068,2,pbt_and_props,numpy.sum,gemini-1.5-pro-latest-final,test_numpy_sum_dtype,1000,0.0,0.0
1069,2,pbt_and_props,numpy.sum,gemini-1.5-pro-latest-final,test_numpy_sum_initial,1000,0.0,0.0
1070,2,pbt_and_props,numpy.sum,gemini-1.5-pro-latest-final,test_numpy_sum_keepdims,1000,0.0,0.0
1071,2,pbt_and_props,numpy.sum,gemini-1.5-pro-latest-final,test_numpy_sum_shape,1000,0.0,0.0
1072,2,pbt_and_props,numpy.sum,gemini-1.5-pro-latest-final,test_numpy_sum_value,1000,0.0,0.0
1073,2,pbt_and_props,numpy.sum,gpt-4-final,test_associativity_property,1000,1000.0,1000.0
1074,2,pbt_and_props,numpy.sum,gpt-4-final,test_dimensions_property,1000,1000.0,166.0
1075,2,pbt_and_props,numpy.sum,gpt-4-final,test_idempotency_property,1000,1000.0,1000.0
1076,2,pbt_and_props,numpy.sum,gpt-4-final,test_identity_property,1000,1000.0,1000.0
1077,2,pbt_and_props,numpy.sum,gpt-4-final,test_type_consistency_property,1000,683.0,886.0
1078,2,pbt_and_props,pandas.DataFrame.drop_duplicates,claude-3-opus-20240229,test_drop_duplicates_keep_first_last,1000,0.0,0.0
1079,2,pbt_and_props,pandas.DataFrame.drop_duplicates,claude-3-opus-20240229,test_drop_duplicates_output_columns,1000,0.0,0.0
1080,2,pbt_and_props,pandas.DataFrame.drop_duplicates,claude-3-opus-20240229,test_drop_duplicates_output_rows,1000,0.0,0.0
1081,2,pbt_and_props,pandas.DataFrame.drop_duplicates,claude-3-opus-20240229,test_drop_duplicates_with_subset,1000,0.0,0.0
1082,2,pbt_and_props,pandas.DataFrame.drop_duplicates,claude-3-opus-20240229,test_drop_duplicates_without_subset,1000,0.0,0.0
1083,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gemini-1.5-pro-latest-final,test_drop_all,1000,0.0,0.0
1084,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gemini-1.5-pro-latest-final,test_keep_first,1000,0.0,0.0
1085,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gemini-1.5-pro-latest-final,test_keep_last,1000,0.0,0.0
1086,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gemini-1.5-pro-latest-final,test_length_reduction,1000,0.0,0.0
1087,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gemini-1.5-pro-latest-final,test_no_duplicates,1000,0.0,0.0
1088,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gpt-4-final,test_drop_duplicates_ignore_index,1000,1000.0,1000.0
1089,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gpt-4-final,test_drop_duplicates_inplace,1000,1000.0,1000.0
1090,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gpt-4-final,test_drop_duplicates_keep,1000,991.0,1000.0
1091,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gpt-4-final,test_drop_duplicates_return,1000,1000.0,1000.0
1092,2,pbt_and_props,pandas.DataFrame.drop_duplicates,gpt-4-final,test_drop_duplicates_subset,1000,1000.0,674.0
1093,2,pbt_and_props,pandas.DataFrame.sort_values,claude-3-opus-20240229,test_pandas_DataFrame_sort_values_properties,1000,996.0,5.0
1094,2,pbt_and_props,pandas.DataFrame.sort_values,gpt-4-final,results/gpt-4-final/pandas.DataFrame.sort_values/pbt_and_props/pbt_2.py,1000,0.0,0.0
1095,2,pbt_and_props,pandas.DataFrame.sort_values,gpt-4-final,test_NaN_position,1000,,155.0
1096,2,pbt_and_props,pandas.DataFrame.sort_values,gpt-4-final,test_indexing,1000,,189.0
1097,2,pbt_and_props,pandas.DataFrame.sort_values,gpt-4-final,test_output_content,1000,,155.0
1098,2,pbt_and_props,pandas.DataFrame.sort_values,gpt-4-final,test_output_type,1000,,151.0
1099,2,pbt_and_props,pandas.DataFrame.sort_values,gpt-4-final,test_sorted_order,1000,,150.0
1100,2,pbt_and_props,pandas.cut,claude-3-opus-20240229,test_pandas_cut_bins_subset,1000,0.0,0.0
1101,2,pbt_and_props,pandas.cut,claude-3-opus-20240229,test_pandas_cut_duplicates,1000,0.0,0.0
1102,2,pbt_and_props,pandas.cut,claude-3-opus-20240229,test_pandas_cut_length,1000,0.0,0.0
1103,2,pbt_and_props,pandas.cut,claude-3-opus-20240229,test_pandas_cut_ordered,1000,0.0,0.0
1104,2,pbt_and_props,pandas.cut,claude-3-opus-20240229,test_pandas_cut_output_type,1000,0.0,0.0
1105,2,pbt_and_props,pandas.cut,gemini-1.5-pro-latest-final,test_pandas_cut_properties,1000,0.0,0.0
1106,2,pbt_and_props,pandas.cut,gpt-4-final,results/gpt-4-final/pandas.cut/pbt_and_props/pbt_2.py,1000,0.0,0.0
1107,2,pbt_and_props,pandas.isna,claude-3-opus-20240229,test_pandas_isna_array_output,1000,1000.0,1000.0
1108,2,pbt_and_props,pandas.isna,claude-3-opus-20240229,test_pandas_isna_missing_values,1000,1000.0,1000.0
1109,2,pbt_and_props,pandas.isna,claude-3-opus-20240229,test_pandas_isna_nonmissing_array,1000,1000.0,1000.0
1110,2,pbt_and_props,pandas.isna,claude-3-opus-20240229,test_pandas_isna_nonmissing_scalar,1000,1000.0,1000.0
1111,2,pbt_and_props,pandas.isna,claude-3-opus-20240229,test_pandas_isna_notna_inverse,1000,1000.0,678.0
1112,2,pbt_and_props,pandas.isna,claude-3-opus-20240229,test_pandas_isna_scalar_output,1000,1000.0,1000.0
1113,2,pbt_and_props,pandas.isna,gemini-1.5-pro-latest-final,test_pandas_isna_nat,1000,0.0,0.0
1114,2,pbt_and_props,pandas.isna,gpt-4-final,test_pandas_isna_missing_scalar_output,1000,1000.0,1000.0
1115,2,pbt_and_props,pandas.isna,gpt-4-final,test_pandas_isna_nan_correspondence,1000,1000.0,1000.0
1116,2,pbt_and_props,pandas.isna,gpt-4-final,test_pandas_isna_nonmissing_scalar_output,1000,1000.0,1000.0
1117,2,pbt_and_props,pandas.isna,gpt-4-final,test_pandas_isna_scalar_output,1000,1000.0,1000.0
1118,2,pbt_and_props,pandas.isna,gpt-4-final,test_pandas_isna_shape_output,1000,1000.0,1000.0
1119,2,pbt_and_props,pandas.merge,claude-3-opus-20240229,results/claude-3-opus/pandas.merge/pbt_and_props/pbt_2.py,1000,0.0,0.0
1120,2,pbt_and_props,pandas.merge,claude-3-opus-20240229,test_inner_merge,1000,,0.0
1121,2,pbt_and_props,pandas.merge,claude-3-opus-20240229,test_left_merge,1000,,0.0
1122,2,pbt_and_props,pandas.merge,claude-3-opus-20240229,test_merged_column_names,1000,,0.0
1123,2,pbt_and_props,pandas.merge,claude-3-opus-20240229,test_output_row_count,1000,,996.0
1124,2,pbt_and_props,pandas.merge,claude-3-opus-20240229,test_right_merge,1000,,0.0
1125,2,pbt_and_props,pandas.merge,gemini-1.5-pro-latest-final,test_pandas_merge_column_presence,1000,0.0,0.0
1126,2,pbt_and_props,pandas.merge,gemini-1.5-pro-latest-final,test_pandas_merge_data_consistency,1000,0.0,0.0
1127,2,pbt_and_props,pandas.merge,gemini-1.5-pro-latest-final,test_pandas_merge_index_preservation,1000,0.0,0.0
1128,2,pbt_and_props,pandas.merge,gemini-1.5-pro-latest-final,test_pandas_merge_indicator_column,1000,0.0,0.0
1129,2,pbt_and_props,pandas.merge,gemini-1.5-pro-latest-final,test_pandas_merge_row_count,1000,0.0,0.0
1130,2,pbt_and_props,pandas.merge,gpt-4-final,test_pandas_merge_property,1000,0.0,1000.0
1131,2,pbt_and_props,statistics.correlation,claude-3-opus-20240229,test_correlation_range,1000,0.0,112.0
